"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","collectCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a515a815941f95b46610fe27def17a7a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=53eb3fd8&x-expires=1772791200&x-signature=fRfzHcCLFk3kt76RAhQr0jWuzZc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","ipies2","i got me a birkin bag #hermes #birkin  #hermesbirkin #hermeskelly #luxury ","882500","7094","6900000","1886","30249","9","original sound","YNW🦇","true","2026-01-19T00:17:35.000Z","https://www.tiktok.com/@ipies2/video/7596860116087868685"
"https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7b9e03e7e1730d0b0cf5ad7a4360c840~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a1d87463&x-expires=1772791200&x-signature=%2BpbYK4B%2BJVR90k6Ij5msedS4JqU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","loveluxury.com","Have you ever seen one of these before? Available at love luxury worldwide 🌍 #hermesbirkin20 #exclusive #luxury ","34500","1052","992700","368","2762","87","original sound","loveluxury.com","true","2023-09-09T16:59:56.000Z","https://www.tiktok.com/@loveluxury.com/video/7276871992190504224"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a87b57fdaff372e8792f3b0d7c0210e2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=36e4c0f2&x-expires=1772791200&x-signature=jwm%2BfBLHzqsVtMHbdcHeh9CCeVI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","aaleeyahcpetty","She’s elegant 👑 #fyp #unboxing #hermes #paris #birkin #asmr  ","556000","16800","3500000","544","31238","11","Being a Girl","Jonica","false","2024-10-02T23:30:13.000Z","https://www.tiktok.com/@aaleeyahcpetty/video/7421324661159496990"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/44d6fd3e7a802eceb532c348958e0fbb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9f12e417&x-expires=1772791200&x-signature=yO%2FcVamius0yxSZhyBPJCjwKjRo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sabrisuby","Apparently it's impossible to buy a Birkin bag from Hermès","172600","5495","4800000","2889","11110","38","original sound - Sabri Suby","Sabri Suby","true","2025-03-04T16:00:00.000Z","https://www.tiktok.com/@sabrisuby/video/7477835395028356360"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/beb5d40acb83fbff08ca86621720f746~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d203eba8&x-expires=1772791200&x-signature=Jyh36tTDP9LKMjjvZSpPgs6bs%2BE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","xoxoemira","SHE’S BACK 🥹💗 it’s the perfect time for a what’s in my birkin  🎀  im obsessed with these videos haha #whatsinmybag #birkin #hermesbirkin #pursecollection #whatsinmypurse ","251500","6483","1500000","673","14233","122","original sound","emira ♡","true","2025-01-19T22:12:08.000Z","https://www.tiktok.com/@xoxoemira/video/7461752847114308894"
"https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7b9e03e7e1730d0b0cf5ad7a4360c840~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a1d87463&x-expires=1772791200&x-signature=%2BpbYK4B%2BJVR90k6Ij5msedS4JqU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","loveluxury.com","Have you ever seen an Hermès box in black? 👀🖤 That’s when you know it’s one of the rarest Birkins, the iconic So Black Birkin 👜 Is this a dream bag for you? #FYP #LoveLuxury #Hermèxbags #Hermèsbirkin #LondonLife","492600","14500","6200000","2730","26667","155","original sound","loveluxury.com","true","2025-11-16T15:07:10.000Z","https://www.tiktok.com/@loveluxury.com/video/7573339922682121504"
"https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/a8ab8a7a293df2d390cd87e0d9ae8af7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=44611aa4&x-expires=1772791200&x-signature=Ab%2B3E0vEDwFbLe5OSfVb%2Fk%2BiFbI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","madisonavenuecouture","The most expensive Hermès Birkin in the world? Meet the Diamond Himalaya. 💎 Crafted with 18k white gold hardware and adorned with 396 diamonds, this icon is the ultimate symbol of luxury. Can you guess how much this bag is worth? #hermesunboxing #birkinunboxing #hermeshimalaya #diamondhimalayabirkin #rarebirkin #rarehermesbirkin #hermescollector #hermescollection #hermeshimalaya #hermesexotic #birkin25 ","3535","390","144300","65","438","12","snowfall","Øneheart & reidenshi","false","2025-06-17T18:07:24.000Z","https://www.tiktok.com/@madisonavenuecouture/video/7516981470334815518"
"https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7b9e03e7e1730d0b0cf5ad7a4360c840~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a1d87463&x-expires=1772791200&x-signature=%2BpbYK4B%2BJVR90k6Ij5msedS4JqU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","loveluxury.com","A 15-year-old vintage Birkin 35 Ghillies?! 😱👜 This lady is swapping it with an exotic Constance. Which one would you keep? 👀

#FYP #LoveLuxury #Hermèsbags #Hermèsbirkin","75300","987","1300000","801","3685","265","original sound","loveluxury.com","true","2026-02-21T17:50:39.000Z","https://www.tiktok.com/@loveluxury.com/video/7609377460349668640"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/100c838061ad3795f68d945fd4b02d33~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=570de58f&x-expires=1772791200&x-signature=ywzqAJ%2FncQg%2FjBMuieNXRWZyiCM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","easyflip.ai","goodwill finally pricing items correctly 

#thrifting #thrift #reselling #reseller #ebay ","961","115","166000","158","138","15","Ka-ching (shopping / cash register sound)(1243277)","Minimal Order","false","2026-02-16T18:41:50.000Z","https://www.tiktok.com/@easyflip.ai/video/7607535077001678111"
"https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7b9e03e7e1730d0b0cf5ad7a4360c840~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=a1d87463&x-expires=1772791200&x-signature=%2BpbYK4B%2BJVR90k6Ij5msedS4JqU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","loveluxury.com","would you get rid of this bag? 👀👜 #fyp #hermès #birkin #london #dubai #loveluxury  
#loveluxurylondon #loveluxurydubai ","372500","2975","5100000","1373","18270","258","original sound","loveluxury.com","true","2025-08-03T16:59:35.000Z","https://www.tiktok.com/@loveluxury.com/video/7534405022130474262"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ba29ceb064f440da6706502eb1239549~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=526e8def&x-expires=1772791200&x-signature=bXfSgeAe%2BkqxTcPCQYoh8RV6NHE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","watchplug","Infinite Brikins 👜 #hermes #hermesbirkin #birkinbag #luxury ","10800","2282","309400","67","1603","11","original sound - SCAC","SCAC","true","2025-09-08T19:14:59.000Z","https://www.tiktok.com/@watchplug/video/7547798807149333815"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/74fcaaeab776ae5ee22405d14004efee~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f3296ed0&x-expires=1772791200&x-signature=zqRLd65O5A2GaB%2FvMmA5CVvnH%2Bo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","beccaxbloom","Idk what I was expecting but not this! Beyond grateful❤️💍👰🏻‍♀️💌🙏🏼 #birkin #hermesbirkin #hermeskelly #hermeshaul #designerbag #birkin #birkinbag #hermesgame #hermesunboxing #hermesbag #hermesaddict #hermestok #minikelly #hermesminikelly #luxuryhaul #luxuryunboxing #chanel #chanelbag #designerbag #designerhaul #designerunboxing ","601700","12300","7400000","2904","12989","22","Debussy Arabesque","Isabelle Perrin","false","2025-07-24T02:03:15.000Z","https://www.tiktok.com/@beccaxbloom/video/7530463069646949645"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e9560dd923ff7ff0a363aa25eb39d275~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7b9a51d6&x-expires=1772791200&x-signature=NQ1qIv1K0QMk1TMis11leCVDz1A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","jamia.cassandra","#chanelflapbag #thriftingfinds #realorfake ","4658","22","168800","67","169","7","original sound","Iamjc","true","2025-12-16T09:33:10.000Z","https://www.tiktok.com/@jamia.cassandra/video/7584385930379742477"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a6e4b8b55b42e7d7eaa9c147efdc7703~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c51923b2&x-expires=1772791200&x-signature=djB7NGk4i4v5nvOtWo2JrUxMJ6Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","jamieandblake","Giving my new Chanel bag a vintage look! 😱","640","50","86000","48","68","16","original sound - Jamie and Blake","Jamie and Blake","true","2025-06-17T18:30:00.000Z","https://www.tiktok.com/@jamieandblake/video/7516886570012527885"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f315f1b14ae1655f78928fdc2ab3bb7f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=077a591b&x-expires=1772791200&x-signature=s3ghrt2ExqrpuO9V9mqMtYl9spo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","nassir2.00","#viralvideo #amourpiper ##chanelbagshe tried to leave yum yum she know we was recording her😂😂😂😭😭😭","214500","2852","1800000","1057","12821","19","original sound","scream if you think im thick","true","2026-02-23T02:43:36.000Z","https://www.tiktok.com/@nassir2.00/video/7609885735688080654"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c92975d312ef08efcb2c536a88b57e28~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5acdf45f&x-expires=1772791200&x-signature=GKWboOLW86asvFu5sFT3Ns1BVqA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","honestabove","When you wear a $100,000 Birkin in the Subway

#hermeskelly25 #hermeshimalayan #hermesbags #birkin25 #hermesbirkin25 #luxurylifestyle
#hermesbirkin #birkinbag #hermesbirkin30  #hermesbirkinbag #minikelly #hermeskellymini #minikellybag #hermesminikelly #hermesexotic #hermesbag #hermeskelly #hermeshandbag #hermeslover ","8371","182","1300000","276","544","5","original sound","HonestAbove","true","2024-03-14T17:27:36.000Z","https://www.tiktok.com/@honestabove/video/7346272016116370689"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/68421b2b0bfab1c608ef2d33986d605d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4f537699&x-expires=1772791200&x-signature=dUsjTjGjiiTpmvVrB44tmb%2BO66I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","gabriellaluxurymum","Might as well have thrown £3k on the fire #hermesbirkin #hermes #hermeskelly #luxuryhandbag #birkin35 #grispale #hermesunboxing #hermesunboxingvideo #hermesresale #luxurybag ","48000","355","1700000","671","1276","20","Funny","Gold-Tiger","false","2024-08-26T16:49:48.000Z","https://www.tiktok.com/@gabriellaluxurymum/video/7407491359470292257"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7344243449517834286~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=83b99d92&x-expires=1772791200&x-signature=9vzbofg0SiUIKQ3RviDGWj9fA%2Fg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","aydwah","I can’t believe I found another one of her - will be bringing her to @Part Two in 9 days! #vintagechanel #thingstodoinnyc #chanelbags ","62500","4662","301200","527","7863","24","original sound","Ada","true","2026-01-28T17:37:37.000Z","https://www.tiktok.com/@aydwah/video/7600467906589199647"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ea52852973941bd13fd2620bfc5a5d9a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5fd9294a&x-expires=1772791200&x-signature=QCGwlQuTGk0ZhmYywnO7R0U8bt0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","gina_bobina","Hermes unboxing🩷😮‍💨😮‍💨😮‍💨 #hermesunboxing #hermesbirkin #hermesparis #hermesbag #fashiontiktok ","249","12","3938","33","14","90","original sound","IG: theonlygina","true","2026-03-01T20:51:33.000Z","https://www.tiktok.com/@gina_bobina/video/7612392671054695688"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/074ee114fc959c2a74f6a614f732ae37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=58b143b4&x-expires=1772791200&x-signature=oxW%2FWTuwAcOeT%2BmE8P9MxniJXm8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","ingridivarson","It’s not a bag…🥹

#birkin #birkin30 #hermes #birkingold #hermesbag #itsnotabagitsabirkin #dreambag #twilly ","23400","1609","285800","257","1810","16","original sound","jadoredior","true","2025-08-21T10:52:33.000Z","https://www.tiktok.com/@ingridivarson/video/7540989975018409238"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/810ee180b188b84306e10ee275bf3634~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=d0428815&x-expires=1772791200&x-signature=RE6mNI0OQd2aUVVC%2Bo8dY5YSX%2Fc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","deekstyle","My crown jewel ~ Birkin 25 Tricolor {Handbags, curated with intention} #hermes #hermesbirkin25 #hermesbirkin #birkin25","755","39","10900","25","108","8","som original","henrique","true","2026-03-01T02:34:11.000Z","https://www.tiktok.com/@deekstyle/video/7612109810514889997"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cb6385254de90c617dfdd0f690d86c08~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=0b1f7049&x-expires=1772791200&x-signature=4l2TwTixk3gNULkRWRpksaNz3Z8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","luxuryconciergeuk","#unboxing #hermesbirkin #hermesbirkin25#hermesbirkin25togo #hermesbirkin","440","12","8057","14","37","8","Manifest (with Novet)","ALIGN & Novet","false","2025-10-14T23:34:44.000Z","https://www.tiktok.com/@luxuryconciergeuk/video/7561224971163389202"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d1225f0d29139e15e2c4baf3860f50ff~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=26ea7b31&x-expires=1772791200&x-signature=FrubakRT0zMBLBWs4rx98oJAyEY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","amiraa_88","Unboxing my Dream Bag ♥️🎁
#بيركن #بيركن_25 #hermes #birkin25 #unboxinghermesbag ","9648","2201","645000","177","1732","14","original sound","Amira’s Life | حياة أميره","true","2025-06-20T16:17:58.000Z","https://www.tiktok.com/@amiraa_88/video/7518066554118868231"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/39f40c1b9ff05a2838d72e0b57d17f9a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=53d76a53&x-expires=1772791200&x-signature=p1drwk0M6UVVUYOOLfv0g4njA10%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","pernillewilby","My first Hermés bag in my dream color!! 😭🥹🤎 #birkin #hermesbirkin #hermes #birkinbag #birkin30 #unboxingvideo #unboxing ","41000","2454","806400","635","4078","11","original sound","jadoredior","true","2024-11-19T18:19:35.000Z","https://www.tiktok.com/@pernillewilby/video/7439056734271933752"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/46cd19af811b17b0992338891ac414d4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f5ad24c6&x-expires=1772791200&x-signature=VfozRUE8hEgg1pO8Hy%2Fwc5vPt5M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","elviralegrand","a little gem of a bag #hermes #birkin #birkin25 ","79300","3583","2300000","411","10716","33","Pretty (Sped Up)","MEYY","false","2023-05-01T14:26:50.000Z","https://www.tiktok.com/@elviralegrand/video/7228220366349503771"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dd633e750130d950afc1d9cda6658ba0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=c26398c4&x-expires=1772791200&x-signature=l7uXI8QiFDPkxkyt6TZynFtQUSI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","itsalinarosey","When you randomly decide to walk into Hermes and try your luck… and end up at leather appointmen, where your bestie ends up holding her dream bag 😭🧡 Manifesting this energy for everyone ✨ @Erzhee  #hermesbirkin #hermesappointment #hermesunboxing #hermesgame #manifesting ","21600","1383","488900","92","932","17","original sound","ArchiveAmhara","true","2025-11-03T19:33:17.000Z","https://www.tiktok.com/@itsalinarosey/video/7568584461462424854"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/67dc345be0c623d56b6d502c79ab14c7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=fd8fc824&x-expires=1772791200&x-signature=NkZ0DHcTVmTVSFcObdCsiGe%2F5uE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","lilian_lew1","It’s a Kelly #hermes #minikelly #birkin ","32500","3290","544400","423","3536","13","original sound","parisianvibe","true","2025-03-06T18:17:24.000Z","https://www.tiktok.com/@lilian_lew1/video/7478762237738601774"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e73c1a919b15022891cea0d9d7a5893d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=bd829f11&x-expires=1772791200&x-signature=1VN8y%2FoUYzTRtnnHGmLwH5ajAMY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","ennsarcia","hermes x cherki | @batuflex 
#fyp #rayancherki ","95500","15400","1400000","190","12107","16","banabatuflexdeyadarayanCHERKİİ","ensar","true","2026-01-31T04:54:02.000Z","https://www.tiktok.com/@ennsarcia/video/7601384405566885141"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1be559dfeccf16f81c16a0d45db4d578~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=f020b3f3&x-expires=1772791200&x-signature=NMxF3SvgLltya2MogJE8EvzCwvg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","n.s.s.xo","Christmas Birkin… 🤍 #hermes #birkin25","333100","38000","2400000","1118","27905","5","original sound","م","true","2024-11-11T18:34:05.000Z","https://www.tiktok.com/@n.s.s.xo/video/7436091786604383530"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/8b41a9bb1f4d78d8fd6e1c6bc84a3b6f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=78103222&x-expires=1772791200&x-signature=903rFmSGNSTGMNev0Jqs5gGlLFA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","instructiv_","BIRKIN BAG #fashion #janebirkin #birkinbag #hermesbirkin #hermes #fyp #star ","149100","7065","1200000","281","17997","25","Dirty Cash (Money Talks) - Sold Out 7 Inch Mix","Adventures Of Stevie V","false","2024-12-22T23:17:49.000Z","https://www.tiktok.com/@instructiv_/video/7451379403893771542"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7f026755948705fb9817e045c13c9a6f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=c9014313&x-expires=1772791200&x-signature=umj%2B2wF7axcKJCQKUzze3fpATjw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2",".lily.of.thee.valley","Essentials 😍 seems like i will only be getting one bag this year 🥺🤍🥂 #fyp #foryou #fy #hermes #birkin #hermesbirkin ","388900","10100","5800000","1104","29428","13","som original - DM Songs","DM","true","2023-12-22T04:11:20.000Z","https://www.tiktok.com/@.lily.of.thee.valley/video/7315266766970703147"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4973e595ee137fdaf52603e965a34b28~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5df96525&x-expires=1772791200&x-signature=juXaQ2sw%2B4rr7jOz1Ftrv5wAD7g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","therealemilyabraham","Did you guess? The absolute HOLY grail of Hermès Birkin a la Jean Paul Gautier… the ICONIC Birkin 30 So Black Matte Black Crocodile with PVD hardware. My new absolute favourite bag (until the next one arrives) #birkin #holygrail #dream ","2920","44","57200","212","123","151","Drum roll (12 seconds)(864828)","Satoshi Suzuki","false","2026-03-02T15:21:17.000Z","https://www.tiktok.com/@therealemilyabraham/video/7612678658980875528"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4b5a73ccdc9631fe5254d8f479efcfb1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=a9840fb6&x-expires=1772791200&x-signature=5sn01M6dr9BWNrfA4T8Qp4pIRIc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","yulrymlxxjo","How to tie the bag?#hermes #bags #ootd #hermesbirkin #uae🇦🇪 #fashion ","2287","272","151900","28","871","35","original sound - Youis.Ritton520","Handmade","true","2025-08-06T14:58:07.000Z","https://www.tiktok.com/@yulrymlxxjo/video/7535486981149560072"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/25f553bc3d34795cb3da63cb3b0fb59c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=dc95fb42&x-expires=1772791200&x-signature=7dtIYH46eQOCY1ZMApZ9zHVMEzk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","beautyby_ari","#birkinbag #fashion #hermes ","29300","1204","184300","23","3212","11","original sound","‍","true","2026-02-05T20:49:17.000Z","https://www.tiktok.com/@beautyby_ari/video/7603486059112008982"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9ea05ad7ad44015668d0875277e54d52~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=534f921c&x-expires=1772791200&x-signature=XpjA7h6hyLpCYpqBwgu6Wc5kOXg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","outpump","It's not a Bag. It's a Birkin! throwback when Samantha Jones bough the Birkin bag for only $4000 ✨

#birkin #birkinbag #janebirkin #hermes #hermesbirkin #hermesbag #satc #samanthajones #luxury #designerbags ","335800","7878","7300000","813","23267","14","Gimme More","Britney Spears","false","2025-06-12T11:30:47.000Z","https://www.tiktok.com/@outpump/video/7515023853819612438"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/56fe4e67d00af1d0dd5488507e85baae~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=715d1777&x-expires=1772791200&x-signature=QZXsIRQH5o5WJJZFZTdoJuQZ184%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","theresalenaforster","The best gifts come in orange 🍊 #gifttomyself #frommetome #birkin25 #hermesbirkin #blackbirkin #birkinbag #birkinunboxing ","11000","3296","612300","191","3050","62","L'amore dice Ciao (Slow Take) - Remastered","Armando Trovajoli","false","2023-09-08T10:01:56.000Z","https://www.tiktok.com/@theresalenaforster/video/7276393185260145953"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7333042165444804613~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=4474b8ae&x-expires=1772791200&x-signature=jDmmdr9y6I9NJb00kDnJcn2Tq1s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","carischa","Never enough classics 🥲😂 #hermes #hermesbirkin #hermeskelly #minikelly #specialorder #birkinbag ","28700","3239","862000","244","4906","22","original sound","lukeing.good","true","2023-09-06T09:53:37.000Z","https://www.tiktok.com/@carischa/video/7275648880060943649"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ab6e014e14433a1d729fc4fb5d91fca4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=044862b2&x-expires=1772791200&x-signature=eu8bgbcAcAKnUX6yGja6fyj7vW8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my2","lifebyshana","#hermes #hermesbirkin #birkin25 #fyp #birkinbag ","28400","554","247700","119","932","12","original sound","parisianvibe","true","2026-03-01T16:20:30.000Z","https://www.tiktok.com/@lifebyshana/video/7612322793442544928"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8b3e85140d8d4a50b8ee854cc671f1f4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=16da9629&x-expires=1772791200&x-signature=%2F7XyFqGxKvZ9BFAGcgjl4jvYIzQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","zuleykaamira","#hermesunboxing Welcome Home baby 🤍 #birkin25 #fyp #hermesbirkin ","622","49","13600","24","49","12","original sound","parisianvibe","true","2026-02-07T16:56:33.000Z","https://www.tiktok.com/@zuleykaamira/video/7604168249672043798"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2fc242238f7a9b319cee7f635bc31d4d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=08b13aa1&x-expires=1772791200&x-signature=MH%2B4JV2W9pwdu021tLcAc9v8vXM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sellierluxurybags","Who is that?!?! 🤩 #hermes #designer #luxury #mumgoals #birkin ","54500","2672","749500","171","4767","8","original sound","http.jxson","true","2025-12-31T18:01:31.000Z","https://www.tiktok.com/@sellierluxurybags/video/7590083754304097558"
